google_index,page_rank,nb_hyperlinks,web_traffic,nb_www,longest_word_path,domain_age,ratio_intHyperlinks,ratio_extHyperlinks,phish_hints,safe_anchor,ratio_digits_url,ratio_extRedirection,avg_word_path,status
0,5,65,44445,1,11,4566,0.8,0.2,0,62.06896552,0.0,0.692307692,8.0,0
1,9,16,3523,0,7,-1,0.5,0.5,0,0.0,0.181818182,0.0,7.0,1
1,0,2,0,1,7,657,0.0,1.0,0,0.0,0.038461538,0.0,5.2,1
1,2,1,9412550,1,3,-1,1.0,0.0,0,0.0,0.026315789,0.0,2.0,1
0,2,77,0,1,0,-1,0.402597403,0.597402597,0,13.04347826,0.0,0.086956522,0.0,0
1,0,51,5707171,0,15,3993,1.0,0.0,0,100.0,0.105263158,0.0,8.5,1
1,0,21,0,1,10,-1,0.428571429,0.571428571,3,33.33333333,0.039534884,0.0,4.363636364,1
1,4,38,212735,0,10,4823,0.921052632,0.078947368,0,25.0,0.0,0.666666667,10.0,0
0,6,61,545,0,8,11046,0.7540983609999999,0.245901639,0,27.77777778,0.068493151,0.266666667,5.1428571430000005,0
1,0,0,0,1,9,2939,0.0,0.0,0,0.0,0.107142857,0.0,5.6,1
1,5,52,12180,0,7,3385,0.788461538,0.211538462,0,100.0,0.0,0.818181818,3.9,0
1,5,0,0,0,13,7802,0.0,0.0,0,0.0,0.0,0.0,7.6,1
1,5,83,241891,1,8,-1,0.879518072,0.120481928,0,33.33333333,0.076923077,0.3,5.5,0
0,2,24,3913090,1,0,5366,0.083333333,0.916666667,0,0.0,0.0,0.5,0.0,0
1,1,52,0,2,32,2112,0.615384615,0.384615385,1,0.0,0.244444444,0.3,9.5,1
0,3,315,2272,0,7,7156,0.93968254,0.06031746,0,71.69811321,0.1555555559999999,0.0,4.75,0
0,4,77,145276,1,10,7602,0.8441558440000001,0.1558441559999999,0,11.11111111,0.036363636,0.166666667,6.0,0
1,0,5,0,1,15,135,1.0,0.0,0,0.0,0.076923077,0.0,6.5,1
1,2,184,4669,0,0,1546,0.222826087,0.7771739129999999,0,29.62962963,0.073170732,0.013986014,0.0,1
1,0,582,0,0,7,7,0.288659794,0.7113402059999999,0,7.391304347999999,0.169014085,0.1328502419999999,5.333333333,1
1,10,10,1,0,33,8348,0.0,1.0,1,0.0,0.072289157,0.0,8.666666667000001,1
1,0,14,0,0,32,-1,1.0,0.0,0,0.0,0.342465753,0.0,14.66666667,1
1,0,4,0,0,6,184,1.0,0.0,0,100.0,0.204545455,0.0,6.0,1
0,3,1,819233,1,16,2403,1.0,0.0,2,0.0,0.052631579,0.0,7.9,1
1,0,51,5697976,0,17,3992,1.0,0.0,0,100.0,0.157480315,0.0,7.375,1
0,0,32,0,0,44,254,0.59375,0.40625,0,0.0,0.070707071,0.153846154,9.285714286,1
1,1,38,0,1,7,6041,0.815789474,0.184210526,1,0.0,0.0,0.7142857140000001,6.0,1
1,7,147,2788,1,12,7284,0.7959183670000001,0.204081633,0,16.66666667,0.0,0.133333333,7.666666667,0
1,0,4,0,0,7,-1,1.0,0.0,3,100.0,0.0,0.0,5.0,1
0,3,98,1166803,1,3,-1,0.979591837,0.020408163,0,66.66666667,0.0,0.0,2.5,0
1,1,145,5692030,1,5,5111,0.944827586,0.055172414,1,87.5,0.0,0.0,2.666666667,1
0,5,296,88431,0,9,8024,0.972972973,0.027027027,0,90.90909091,0.0,0.125,6.375,0
0,7,161,5488,1,8,5993,0.925465839,0.074534161,0,75.0,0.049180328,0.333333333,5.0,0
0,4,53,188662,1,10,2684,0.886792453,0.113207547,0,100.0,0.0,0.0,7.666666667,0
1,1,3,23941,0,0,725,1.0,0.0,0,0.0,0.086956522,0.0,0.0,1
1,5,14,0,0,0,7295,0.071428571,0.928571429,0,14.28571429,0.0,0.846153846,0.0,1
0,4,64,3847776,1,0,3754,0.421875,0.578125,0,10.0,0.0,0.0,0.0,0
0,5,154,299694,1,7,5381,0.590909091,0.409090909,0,100.0,0.0,0.031746032,3.6,0
1,2,38,0,0,19,3743,0.447368421,0.552631579,1,40.0,0.0,0.142857143,7.7,1
0,3,0,435027,1,6,5416,0.0,0.0,0,0.0,0.0,0.0,4.0,0
1,0,1,0,0,0,1901,1.0,0.0,1,0.0,0.093023256,0.0,0.0,1
0,2,0,0,0,0,3937,0.0,0.0,0,0.0,0.0,0.0,0.0,0
1,4,37,1677903,1,9,6668,0.864864865,0.135135135,0,37.5,0.071428571,0.4,4.0,0
0,5,157,225825,0,7,4413,0.3566878979999999,0.643312102,0,42.7184466,0.0,0.198019802,6.0,0
1,0,0,0,1,4,3983,0.0,0.0,0,0.0,0.0,0.0,3.666666667,1
0,5,209,81846,0,8,7732,0.899521531,0.100478469,0,76.66666667,0.0,0.6190476189999999,6.333333333,0
0,1,22,0,0,1,2647,0.954545455,0.045454545,0,75.0,0.0,1.0,1.0,1
0,7,326,121,1,8,9285,0.7147239259999999,0.285276074,0,73.68421053,0.020408163,0.053763441,4.2,0
0,5,141,1577,0,6,8047,0.90070922,0.09929078,0,40.0,0.020833333,0.214285714,4.333333333,0
1,0,10,0,1,23,531,0.9,0.1,3,0.0,0.037037037,0.0,6.6,1
1,0,0,0,0,5,1028,0.0,0.0,0,0.0,0.0,0.0,4.5,1
1,4,146,1137149,1,10,5334,0.883561644,0.116438356,0,65.71428571,0.0,0.411764706,6.571428571,0
1,4,60,2368410,1,6,7602,0.216666667,0.783333333,0,14.54545455,0.0,0.212765957,5.0,0
0,4,416,1119897,1,0,6460,0.612980769,0.387019231,0,13.04347826,0.0,0.02484472,0.0,0
1,3,8,4365,0,10,1953,0.125,0.875,1,0.0,0.060606061,0.0,10.0,1
0,4,168,7600,1,0,-1,0.642857143,0.357142857,0,17.46031746,0.0,0.133333333,0.0,0
0,8,319,137,1,9,5224,0.63322884,0.36677116,0,19.16666667,0.0,0.111111111,6.285714286,0
1,2,31,1554194,1,34,-1,0.483870968,0.516129032,1,0.0,0.415204678,0.4375,10.21428571,1
1,2,3,0,0,0,189,1.0,0.0,0,0.0,0.131578947,0.0,0.0,1
1,5,148,38365,1,7,6203,0.6959459459999999,0.304054054,2,25.92592593,0.0,0.333333333,5.285714286,0
0,10,53,2,1,4,5639,0.490566038,0.509433962,0,0.0,0.0,0.074074074,4.0,0
1,2,0,7811868,1,9,1785,0.0,0.0,0,0.0,0.0,0.0,5.1428571430000005,1
1,5,72,15489,0,9,6431,0.6527777779999999,0.347222222,0,56.14035088,0.051282051,0.64,5.5,0
0,4,323,219358,1,0,2254,0.959752322,0.040247678,0,46.66666667,0.0,0.0,0.0,0
0,3,53,543542,1,0,-1,0.867924528,0.132075472,0,85.0,0.0,0.285714286,0.0,0
0,6,0,21542,0,6,9253,0.0,0.0,0,0.0,0.128205128,0.0,3.8,0
1,0,0,0,1,32,5825,0.0,0.0,0,0.0,0.35483871,0.0,32.0,1
1,1,41,507771,0,6,1899,0.8292682929999999,0.1707317069999999,2,0.0,0.0,0.142857143,4.25,1
0,3,8,632334,1,7,4120,0.875,0.125,0,50.0,0.0,1.0,5.0,0
1,5,665,7053,1,8,3650,0.8827067670000001,0.117293233,0,95.0,0.06779661,1.038461538,5.5,0
0,6,77,2580,1,8,8044,0.896103896,0.103896104,0,75.0,0.0,0.0,4.5,0
1,0,103,0,1,18,6831,0.932038835,0.067961165,0,0.0,0.057692308,0.285714286,18.0,1
1,0,21,0,0,7,3904,0.238095238,0.761904762,0,44.44444444,0.0,0.3125,4.25,1
1,3,57,0,0,7,4183,0.122807018,0.8771929820000001,0,10.0,0.127659574,0.16,4.625,1
0,3,77,62284,1,15,2403,0.987012987,0.012987013,0,83.33333333,0.0,0.0,8.5,0
0,2,105,1111694,0,0,-1,0.80952381,0.19047619,0,12.5,0.0,0.3,0.0,0
0,7,12,892,0,65,7968,0.583333333,0.4166666670000001,1,0.0,0.132352941,0.0,17.66666667,1
0,10,1,1,0,19,8346,0.0,1.0,1,0.0,0.159574468,0.0,7.857142857,1
1,0,20,0,0,0,-1,0.95,0.05,0,0.0,0.0,0.0,0.0,1
1,0,45,0,0,0,1154,1.0,0.0,0,0.0,0.1578947369999999,0.0,0.0,1
1,0,0,0,0,3,3608,0.0,0.0,0,0.0,0.028571429,0.0,2.0,1
1,2,23,0,0,9,2870,0.173913043,0.826086957,0,60.0,0.0,0.052631579,4.0,1
1,0,0,0,1,7,5972,0.0,0.0,0,0.0,0.075471698,0.0,5.25,1
1,5,21,0,0,9,5616,0.19047619,0.80952381,1,25.0,0.0,0.176470588,4.75,1
1,3,24,0,0,0,6381,0.0,1.0,0,0.0,0.114285714,0.0,0.0,1
0,10,0,1,2,40,8348,0.0,0.0,0,0.0,0.066666667,0.0,5.032258065,1
0,5,109,128305,0,8,4825,0.871559633,0.128440367,0,43.47826087,0.0,0.285714286,6.666666667,0
1,0,8,0,0,88,4405,1.0,0.0,0,0.0,0.4866666670000001,0.0,32.66666667,1
1,2,0,0,1,4,570,0.0,0.0,0,0.0,0.0,0.0,3.0,1
1,2,33,6240092,1,6,3381,0.242424242,0.757575758,2,70.0,0.0,0.0,4.857142857,1
0,3,0,4701900,1,12,4681,0.0,0.0,0,0.0,0.160377358,0.0,5.5,1
0,0,52,5496959,0,4,-1,0.980769231,0.019230769,0,100.0,0.0,0.0,4.0,1
0,7,822,12,0,13,7133,0.903892944,0.096107056,0,63.92694064,0.0,0.291139241,4.857142857,0
1,2,33,10725245,1,7,2290,0.242424242,0.757575758,3,70.0,0.033333333,0.0,3.875,1
1,0,7,0,0,2,896,0.857142857,0.142857143,0,0.0,0.0,1.0,2.0,1
0,5,182,11507,1,5,6901,0.626373626,0.373626374,0,11.94029851,0.128205128,0.014705882,4.5,0
0,4,335,207904,1,5,3899,0.970149254,0.029850746,0,89.74358974,0.0,0.5,4.333333333,0
1,0,11,9675493,0,15,-2,0.909090909,0.090909091,0,0.0,0.023255814,0.0,6.714285714,1
0,5,280,18386,1,8,9224,0.807142857,0.192857143,0,31.57894737,0.0,0.481481481,4.8,0
1,0,0,0,0,7,-1,0.0,0.0,0,0.0,0.3666666670000001,0.0,3.6,1
0,8,105,0,0,0,7449,0.6190476189999999,0.380952381,0,33.33333333,0.0,0.075,0.0,0
0,4,8,0,0,12,7287,0.375,0.625,0,0.0,0.0762711859999999,0.0,7.4,0
0,2,58,8571696,0,0,2625,0.913793103,0.0862068969999999,0,100.0,0.0,0.0,0.0,0
0,6,0,1465,0,6,11192,0.0,0.0,0,0.0,0.166666667,0.0,4.0,0
1,2,7,0,0,0,2839,1.0,0.0,0,0.0,0.028571429,0.0,0.0,1
1,0,140,5497323,0,5,-1,0.971428571,0.028571429,0,96.0,0.0,0.25,5.0,1
1,5,22,0,0,7,5615,0.181818182,0.818181818,2,25.0,0.0625,0.166666667,3.5,1
1,2,3,0,0,0,189,1.0,0.0,0,0.0,0.078947368,0.0,0.0,1
0,4,67,179875,1,0,4996,0.835820896,0.164179104,0,100.0,0.0,0.181818182,0.0,0
0,5,49,24047,1,22,3526,0.7551020409999999,0.244897959,0,93.33333333,0.0,0.333333333,10.5,0
1,0,51,5707171,0,17,3993,1.0,0.0,0,100.0,0.166666667,0.0,8.142857142999999,1
0,7,339,12,0,6,7130,0.943952802,0.056047198,0,72.46376812,0.0,0.473684211,4.666666667,0
0,7,215,13,0,6,7134,0.911627907,0.088372093,0,58.69565217,0.0,0.263157895,5.0,0
0,2,9,0,1,0,3904,0.333333333,0.666666667,0,25.0,0.0,0.333333333,0.0,0
0,2,72,1168093,1,0,2980,0.8611111109999999,0.138888889,0,25.0,0.0,0.0,0.0,0
0,7,1294,193,1,5,7427,0.99690881,0.00309119,2,100.0,0.02,0.0,4.0,0
1,0,51,5697976,0,17,3992,1.0,0.0,0,100.0,0.119047619,0.0,7.375,1
0,6,177,5781,1,8,8627,0.943502825,0.056497175,0,92.0,0.0,0.0,5.333333333,0
1,0,88,0,0,32,2047,0.897727273,0.102272727,3,85.71428571,0.196078431,0.5555555560000001,9.0,1
0,2,46,0,1,0,2425,0.608695652,0.391304348,0,38.88888889,0.064516129,0.222222222,0.0,0
1,0,0,0,1,32,5826,0.0,0.0,0,0.0,0.279069767,0.0,13.0,1
0,4,259,4211,1,9,6068,0.544401544,0.455598456,0,98.8372093,0.102564103,0.144067797,4.888888889,0
0,2,138,7290834,1,0,3477,0.166666667,0.833333333,0,7.96460177,0.0,0.043478261,0.0,0
0,8,579,70,1,7,8965,0.747841105,0.252158895,0,66.66666667,0.212121212,0.006849315,6.0,0
0,0,8,0,0,6,7,0.0,1.0,0,0.0,0.0,0.125,6.0,1
0,2,24,373207,1,0,-1,0.833333333,0.166666667,0,71.42857143,0.0,0.5,0.0,0
0,4,226,83476,1,9,6096,0.845132743,0.1548672569999999,0,48.48484848,0.0,0.171428571,9.0,0
0,4,128,0,0,0,5903,0.7578125,0.2421875,0,0.0,0.0,1.419354839,0.0,0
0,5,224,0,0,47,5627,0.977678571,0.022321429,0,92.85714286,0.107843137,0.0,16.5,1
1,4,1041,124314,1,8,4153,0.994236311,0.005763689,0,100.0,0.0,0.0,5.0,0
0,4,33,199026,1,0,4764,0.363636364,0.636363636,0,74.35897436,0.0,0.380952381,0.0,0
0,7,48,962,0,11,9744,0.4375,0.5625,0,23.07692308,0.079207921,0.481481481,4.846153846,0
0,4,43,1323034,1,10,3163,0.674418605,0.325581395,0,16.66666667,0.0,0.857142857,7.333333333,0
0,4,452,98458,1,5,-1,0.951327434,0.048672566,0,55.26315789,0.0,0.363636364,3.5,0
1,0,0,0,0,0,2088,0.0,0.0,0,0.0,0.0,0.0,0.0,1
1,5,74,376041,1,5,4162,0.878378378,0.121621622,0,60.0,0.262773723,0.444444444,2.111111111,0
1,0,0,0,1,22,-1,0.0,0.0,1,0.0,0.1292775669999999,0.0,5.909090909,1
1,9,44,3536,0,7,-1,0.545454545,0.454545455,0,100.0,0.181818182,0.1,7.0,1
1,0,25,0,0,7,918,1.0,0.0,4,100.0,0.011235955,0.0,5.1,1
0,3,58,2487034,1,0,5890,0.293103448,0.706896552,0,25.0,0.0,0.146341463,0.0,0
0,5,139,1577,0,11,8046,0.8992805759999999,0.100719424,0,40.0,0.020408163,0.214285714,7.0,0
1,5,22,0,0,0,5616,0.181818182,0.818181818,1,25.0,0.066666667,0.166666667,0.0,1
0,2,197,0,0,0,5442,0.172588832,0.8274111679999999,0,5.555555556,0.0,0.09202454,0.0,1
1,2,0,9820235,0,12,3188,0.0,0.0,2,0.0,0.0,0.0,6.4,1
0,2,26,0,1,0,-1,0.5,0.5,0,63.63636364,0.0,0.153846154,0.0,0
1,2,6,0,0,13,3977,0.833333333,0.166666667,1,0.0,0.0,0.0,5.3,1
1,0,0,0,0,0,1,0.0,0.0,0,0.0,0.076923077,0.0,0.0,1
0,7,171,146,1,11,4549,0.8245614040000001,0.175438596,0,100.0,0.108433735,0.066666667,6.857142857,0
1,0,4,9657236,0,8,1,0.75,0.25,0,0.0,0.0,0.0,5.5,1
0,8,555,70,1,7,8969,0.742342342,0.257657658,0,66.66666667,0.212121212,0.006993007,6.0,0
0,6,115,692,1,7,9205,0.7565217390000001,0.243478261,0,21.875,0.0,0.357142857,6.5,0
1,5,176,25617,1,6,8697,0.943181818,0.056818182,0,71.42857143,0.0,0.2,5.0,0
0,2,162,2192611,1,0,3873,0.783950617,0.216049383,0,67.64705882,0.0,0.228571429,0.0,0
0,3,114,151781,1,10,4821,0.842105263,0.1578947369999999,0,0.0,0.0,0.055555556,6.5,0
1,0,0,0,0,0,65,0.0,0.0,2,0.0,0.0546875,0.0,0.0,1
1,6,0,0,0,11,-1,0.0,0.0,0,0.0,0.12,0.0,11.0,1
0,10,147,8,1,7,8517,0.421768707,0.578231293,0,100.0,0.0,0.0,7.0,0
0,7,177,258,1,10,3118,0.559322034,0.440677966,0,50.0,0.0,0.128205128,8.333333332999999,0
0,5,357,19471,1,0,7318,0.607843137,0.392156863,0,9.6,0.0,0.014285714,0.0,0
1,5,15,0,0,0,7295,0.0,1.0,0,0.0,0.097560976,0.0,0.0,1
0,2,27,4222108,1,0,6022,0.851851852,0.148148148,0,100.0,0.0,0.0,0.0,0
1,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1
0,1,17,0,1,9,3346,0.705882353,0.294117647,0,33.33333333,0.03030303,0.0,3.833333333,0
0,6,35,9424,1,9,5409,0.514285714,0.485714286,1,59.375,0.094117647,0.235294118,4.6363636360000005,0
0,7,898,12,0,10,7129,0.867483296,0.132516704,0,69.94949495,0.0,0.378151261,7.0,0
0,5,30,17917,1,10,4300,0.466666667,0.533333333,0,56.0,0.055045872,0.375,6.454545455,0
0,4,120,456652,0,13,2785,0.25,0.75,0,12.5,0.0,0.033333333,7.0,0
0,10,1,1,0,30,8346,0.0,1.0,2,0.0,0.127272727,0.0,13.33333333,1
1,0,13,3898136,0,32,1095,0.7692307690000001,0.230769231,3,33.33333333,0.304093567,0.0,9.692307692,1
0,3,10,1860135,0,0,-1,0.9,0.1,0,0.0,0.0,0.0,0.0,0
0,2,40,3080310,0,0,7557,1.0,0.0,0,100.0,0.0,0.0,0.0,0
1,0,1,0,0,25,-1,1.0,0.0,1,0.0,0.285714286,0.0,5.571428571,1
1,4,13,3704884,0,0,2581,0.461538462,0.538461538,0,100.0,0.0,0.0,0.0,1
0,4,131,5759582,1,0,-1,0.86259542,0.13740458,0,25.0,0.0,0.0,0.0,0
1,3,1,17964,0,8,7083,0.0,1.0,0,0.0,0.03125,0.0,4.0,1
0,7,589,12,0,10,7133,0.915110357,0.084889643,0,61.24031008,0.0,0.28,7.0,0
